Date,Weekday,(GeV/Pass),Operation Status,Hall A Exp,Hall A Params,Hall B Exp,Hall B Params,Hall C Exp,Hall C Params,Hall D Exp,Hall D Params,Priority,Pass,Notes
03/09/2023,Thursday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,D/A/B/C,4/5/5/5.5,
03/10/2023,Friday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,D/A/B/C,4/5/5/5.5,
03/11/2023,Saturday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,D/A/B/C,4/5/5/5.5,
03/12/2023,Sunday,2.1,Physics,E12-09-016 **,8.4/45/p/250,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,D/A/B/C,4/5/5/5.5,
03/13/2023,Monday,2.1,Physics,TBD,,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,B/C/D,-/5/5/5.5,
03/14/2023,Tuesday,2.1,Physics,TBD,,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,B/C/D,-/5/5/5.5,
03/15/2023,Wednesday,2.1,Physics,TBD,,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,B/C/D,-/5/5/5.5,
03/16/2023,Thursday,2.1,Physics,TBD,,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,B/C/D,-/5/5/5.5,
03/17/2023,Friday,2.1,Physics,TBD,,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,B/C/D,-/5/5/5.5,
03/18/2023,Saturday,2.1,Physics,TBD,,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,B/C/D,-/5/5/5.5,
03/19/2023,Sunday,2.1,Physics,TBD,,Run Group C/FT_OFF,10.5/200/p/250,E12-10-003,10.5/80/-/250,E12-12-002,11.7/200/-/250,B/C/D,-/5/5/5.5,
,,,,,,,,,,,,,,
,,,,,,SPRING SCHEDULED ACCELERATOR DOWN,,,,,,,,
,,,,,,,,,,,,,,
03/20/2023,Monday,Beam Off At 7am,,,,,,,,,,,,
07/10/2023,Monday,2.1,Restore,,,,,,,,,,,
07/11/2023,Tuesday,2.1,Restore,,,,,,,,,,,
07/12/2023,Wednesday,2.1,Restore,,,,,,,,,,,
07/13/2023,Thursday,2.1,Restore,,,,,,,,,,,
07/14/2023,Friday,2.1,Restore,,,,,,,,,,,
07/15/2023,Saturday,2.1,Restore,,,,,,,,,,,
07/16/2023,Sunday,2.1,Restore,,,,,,,,,,,
07/17/2023,Monday,2.1,Physics,E12-17-004,4.3/40/p/500,Run Group D,10.5/200/p/500,NPS GROUP,6.3/30/p/500,Install,,A/B/C,2/5/3/-,"NPS = E12-13-010, E12-13-007 & E12-06-114"
07/18/2023,Tuesday,2.1,Physics,E12-17-004,4.3/40/p/500,Run Group D,10.5/200/p/500,NPS GROUP,6.3/30/p/500,Install,,A/B/C,2/5/3/-,Run group E needs to complete ERR
07/19/2023,Wednesday,2.1,Physics,E12-17-004,4.3/40/p/500,Run Group D,10.5/200/p/500,NPS GROUP,6.3/30/p/500,Install,,A/B/C,2/5/3/-,
07/20/2023,Thursday,2.1,Physics,E12-17-004,4.3/40/p/500,Run Group D,10.5/200/p/500,NPS GROUP,6.3/30/p/500,Install,,A/B/C,2/5/3/-,
07/21/2023,Friday,2.1,Physics,E12-17-004,4.3/40/p/500,Run Group D,10.5/200/p/500,NPS GROUP,6.3/30/p/500,Install,,A/B/C,2/5/3/-,
07/22/2023,Saturday,2.1,Physics,E12-17-004,4.3/40/p/500,Run Group D,10.5/200/p/500,NPS GROUP,6.3/30/p/500,Install,,A/B/C,2/5/3/-,
07/23/2023,Sunday,2.1,Physics,E12-17-004,4.3/40/p/500,Run Group D,10.5/200/p/500,NPS GROUP,6.3/30/p/500,Install,,A/B/C,2/5/3/-,
07/24/2023,Monday,2.1,Physics,E12-17-004,4.3/40/p/500,Run Group D,10.5/200/p/500,NPS GROUP,6.3/30/p/500,Install,,B/C/A,2/5/3/-,
07/25/2023,Tuesday,2.1,Physics,E12-17-004,4.3/40/p/500,Run Group D,10.5/200/p/500,NPS GROUP,6.3/30/p/500,Install,,B/C/A,2/5/3/-,
07/26/2023,Wednesday,2.1,Physics,E12-17-004,4.3/40/p/500,Run Group D,10.5/200/p/500,NPS GROUP,6.3/30/p/500,Install,,B/C/A,2/5/3/-,
07/27/2023,Thursday,2.1,Physics,E12-17-004,4.3/40/p/500,Run Group D,10.5/200/p/500,NPS GROUP,6.3/30/p/500,Install,,B/C/A,2/5/3/-,
07/28/2023,Friday,2.1,Physics,E12-17-004,4.3/40/p/500,Run Group D,10.5/200/p/500,NPS GROUP,6.3/30/p/500,Install,,B/C/A,2/5/3/-,
07/29/2023,Saturday,2.1,Physics,E12-17-004,4.3/40/p/500,Run Group D,10.5/200/p/500,NPS GROUP,6.3/30/p/500,Install,,B/C/A,2/5/3/-,
07/30/2023,Sunday,2.1,Physics,E12-17-004,4.3/40/p/500,Run Group D,10.5/200/p/500,NPS GROUP,6.3/30/p/500,Install,,B/C/A,2/5/3/-,
07/31/2023,Monday,2.1,Physics,E12-17-004,4.3/40/p/500,Run Group D,10.5/200/p/500,NPS GROUP,6.3/30/p/500,Install,,C/A/B,2/5/3/-,
08/01/2023,Tuesday,2.1,Physics,E12-17-004,4.3/40/p/500,Run Group D,10.5/200/p/500,NPS GROUP,6.3/30/p/500,Install,,C/A/B,2/5/3/-,
08/02/2023,Wednesday,2.1,Physics,E12-17-004,4.3/40/p/500,Run Group D,10.5/200/p/500,NPS GROUP,6.3/30/p/500,Install,,C/A/B,2/5/3/-,
08/03/2023,Thursday,2.1,Physics,E12-17-004,4.3/40/p/500,Run Group D,10.5/200/p/500,Pass Change,,Install,,C/A/B,2/5/5/-,
08/04/2023,Friday,2.1,Physics,E12-17-004,4.3/40/p/500,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/A/B,2/5/5/-,
08/05/2023,Saturday,2.1,Physics,E12-17-004,4.3/40/p/500,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/A/B,2/5/5/-,
08/06/2023,Sunday,2.1,Physics,E12-17-004,4.3/40/p/500,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/A/B,2/5/5/-,
08/07/2023,Monday,2.1,Physics,Reconfigure,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,2/5/5/-,
08/08/2023,Tuesday,2.1,Physics,Reconfigure,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,2/5/5/-,
08/09/2023,Wednesday,2.1,Physics,Commission,4.3/40/p/500,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,2/5/5/-,
08/10/2023,Thursday,2.1,Physics,Pass Change,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,3/4/5/-,
08/11/2023,Friday,2.1,Physics,E12-20-008,6.4/10/p/500,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,3/4/5/-,
08/12/2023,Saturday,2.1,Physics,E12-20-008,6.4/10/p/500,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,3/4/5/-,
08/13/2023,Sunday,2.1,Physics,E12-20-008,6.4/10/p/500,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,3/4/5/-,
08/14/2023,Monday,2.1,Physics,E12-20-008,6.4/10/p/500,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
08/15/2023,Tuesday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
08/16/2023,Wednesday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
08/17/2023,Thursday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
08/18/2023,Friday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
08/19/2023,Saturday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
08/20/2023,Sunday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
08/21/2023,Monday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
08/22/2023,Tuesday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
08/23/2023,Wednesday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
08/24/2023,Thursday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
08/25/2023,Friday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
08/26/2023,Saturday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
08/27/2023,Sunday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
08/28/2023,Monday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
08/29/2023,Tuesday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
08/30/2023,Wednesday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
08/31/2023,Thursday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
09/01/2023,Friday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
09/02/2023,Saturday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
09/03/2023,Sunday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
09/04/2023,Monday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
09/05/2023,Tuesday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
09/06/2023,Wednesday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
09/07/2023,Thursday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
09/08/2023,Friday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
09/09/2023,Saturday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
09/10/2023,Sunday,2.1,Physics,Installation,,Run Group D,10.5/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
09/11/2023,Monday,2.1,Physics,Installation,,Run Group D,10.5/200/p/501,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
09/12/2023,Tuesday,2.1,Physics,Installation,,Run Group D,10.5/200/p/502,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
09/13/2023,Wednesday,2.1,Physics,Installation,,Run Group D,10.5/200/p/503,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
09/14/2023,Thursday,2.1,Physics,Installation,,Run Group D,10.5/200/p/504,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
09/15/2023,Friday,2.1,Physics,Installation,,Run Group D,10.5/200/p/505,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
09/16/2023,Saturday,2.1,Physics,Installation,,Run Group D,10.5/200/p/506,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
09/17/2023,Sunday,2.1,Physics,Installation,,Run Group D,10.5/200/p/507,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
09/18/2023,Monday,2.1,Physics,Installation,,Reconfigure,,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
09/19/2023,Tuesday,2.1,Physics,Installation,,Reconfigure,,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
09/20/2023,Wednesday,2.1,Physics,Installation,,Reconfigure,,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
09/21/2023,Thursday,2.1,Physics,Installation,,Reconfigure,,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
09/22/2023,Friday,2.1,Physics,Installation,,Pass change,,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
09/23/2023,Saturday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
09/24/2023,Sunday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
09/25/2023,Monday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
09/26/2023,Tuesday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
09/27/2023,Wednesday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
09/28/2023,Thursday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
09/29/2023,Friday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
09/30/2023,Saturday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
10/01/2023,Sunday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,Start of new Fiscal Year (FY24)
10/02/2023,Monday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
10/03/2023,Tuesday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
10/04/2023,Wednesday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
10/05/2023,Thursday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
10/06/2023,Friday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
10/07/2023,Saturday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
10/08/2023,Sunday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
10/09/2023,Monday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
10/10/2023,Tuesday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
10/11/2023,Wednesday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
10/12/2023,Thursday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
10/13/2023,Friday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
10/14/2023,Saturday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
10/15/2023,Sunday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C,-/4/5/-,
10/16/2023,Monday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
10/17/2023,Tuesday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
10/18/2023,Wednesday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
10/19/2023,Thursday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
10/20/2023,Friday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
10/21/2023,Saturday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
10/22/2023,Sunday,2.1,Physics,Installation,,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/B,-/4/5/-,
10/23/2023,Monday,2.1,Physics,E12-07-109 **,6.4/70/p/500,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,3/4/5/-,GEP-V E12-07-109 needs to schedule its ERR
10/24/2023,Tuesday,2.1,Physics,E12-07-109 **,6.4/70/p/500,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,3/4/5/-,
10/25/2023,Wednesday,2.1,Physics,E12-07-109 **,6.4/70/p/500,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,3/4/5/-,
10/26/2023,Thursday,2.1,Physics,E12-07-109 **,6.4/70/p/500,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,3/4/5/-,
10/27/2023,Friday,2.1,Physics,E12-07-109 **,6.4/70/p/500,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,3/4/5/-,
10/28/2023,Saturday,2.1,Physics,E12-07-109 **,6.4/70/p/500,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,3/4/5/-,
10/29/2023,Sunday,2.1,Physics,E12-07-109 **,6.4/70/p/500,Run Group K,8.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,3/4/5/-,
10/30/2023,Monday,2.1,Physics,Pass change,,Pass change,,NPS GROUP,10.5/30/p/500,Install,,B/C/A,4/3/5/-,
10/31/2023,Tuesday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C/A,4/3/5/-,
11/01/2023,Wednesday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C/A,4/3/5/-,
11/02/2023,Thursday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C/A,4/3/5/-,
11/03/2023,Friday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C/A,4/3/5/-,
11/04/2023,Saturday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C/A,4/3/5/-,
11/05/2023,Sunday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C/A,4/3/5/-,
11/06/2023,Monday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/A/B,4/3/5/-,
11/07/2023,Tuesday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/A/B,4/3/5/-,
11/08/2023,Wednesday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/A/B,4/3/5/-,
11/09/2023,Thursday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/A/B,4/3/5/-,
11/10/2023,Friday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/A/B,4/3/5/-,
11/11/2023,Saturday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/A/B,4/3/5/-,
11/12/2023,Sunday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/A/B,4/3/5/-,
11/13/2023,Monday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,4/3/5/-,
11/14/2023,Tuesday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,4/3/5/-,
11/15/2023,Wednesday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,4/3/5/-,
11/16/2023,Thursday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,4/3/5/-,
11/17/2023,Friday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,4/3/5/-,
11/18/2023,Saturday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,4/3/5/-,
11/19/2023,Sunday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,A/B/C,4/3/5/-,
11/20/2023,Monday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C/A,4/3/5/-,
11/21/2023,Tuesday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C/A,4/3/5/-,
11/22/2023,Wednesday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C/A,4/3/5/-,
11/23/2023,Thursday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C/A,4/3/5/-,
11/24/2023,Friday,2.1,Physics,E12-07-109 **,8/4/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C/A,4/3/5/-,
11/25/2023,Saturday,2.1,Physics,Pass change,,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C/A,4/3/5/-,
11/26/2023,Sunday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,B/C/A,5/3/5/-,
11/27/2023,Monday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/A/B,5/3/5/-,
11/28/2023,Tuesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,10.5/30/p/500,Install,,C/A/B,5/3/5/-,
11/29/2023,Wednesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,Pass change,,Install,,C/A/B,5/3/4/-,
11/30/2023,Thursday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,C/A/B,5/3/4/-,
12/01/2023,Friday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,C/A/B,5/3/4/-,
12/02/2023,Saturday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,C/A/B,5/3/4/-,
12/03/2023,Sunday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,C/A/B,5/3/4/-,
12/04/2023,Monday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,A/B/C,5/3/4/-,
12/05/2023,Tuesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,A/B/C,5/3/4/-,
12/06/2023,Wednesday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,A/B/C,5/3/4/-,
12/07/2023,Thursday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,A/B/C,5/3/4/-,
12/08/2023,Friday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,A/B/C,5/3/4/-,
12/09/2023,Saturday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,A/B/C,5/3/4/-,
12/10/2023,Sunday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,A/B/C,5/3/4/-,
12/11/2023,Monday,2.1,Physics,E12-07-109 **,10.5/70/p/500,Run Group K,6.4/200/p/500,NPS GROUP,8.4/30/p/500,Install,,B/C/A,5/3/4/-,
